Title,Authors,Abstract,PDF URL,Publication date,TF-IDF given Paper-wise Abstract,TF-IDF given Paper-wise Full Text,TF-IDF given the whole Title,TF-IDF given the whole Abstract
"Unsupervised Depth Estimation, 3D Face Rotation and Replacement","Joel Ruben Antony Moniz, Christopher Beckham, Simon Rajotte, Sina Honari, Chris Pal","We present an unsupervised approach for learning to estimate three dimensional (3D) facial structure from a single image while also predicting 3D viewpoint transformations that match a desired pose and facial geometry.
We achieve this by inferring the depth of facial keypoints of an input image in an unsupervised manner, without using any form of ground-truth depth information. We show how it is possible to use these depths as intermediate computations within a new backpropable loss to predict the parameters of a 3D affine transformation matrix that maps inferred 3D keypoints of an input face to the corresponding 2D keypoints on a desired target facial geometry or pose.
Our resulting approach, called DepthNets, can therefore be used to infer plausible 3D transformations from one face pose to another, allowing faces to be frontalized, transformed into 3D models or even warped to another pose and facial geometry.
Lastly, we identify certain shortcomings with our formulation, and explore adversarial image translation techniques as a post-processing step to re-synthesize complete head shots for faces re-targeted to different poses or identities.",https://proceedings.neurips.cc/paper_files/paper/2018/file/9a1335ef5ffebb0de9d089c4182e4868-Paper.pdf,2018,"3d, facial, pose, geometry, image, keypoints, another, approach, depth, desired","face, depth, target, depthnet, 3d, keypoints, model, source, afﬁne, models","{'rotation': 0.4422444184448559, 'face': 0.41742426055003473, 'replacement': 0.41742426055003473, 'depth': 0.3998140782705331, '3d': 0.3325635802013892, 'unsupervised': 0.307743422306568, 'estimation': 0.3012938793441451}","facial, 3d, pose, keypoints, geometry, faces, transformations, face, desired, another"
Information Constraints on Auto-Encoding Variational Bayes,"Romain Lopez, Jeffrey Regier, Michael I. Jordan, Nir Yosef","Parameterizing the approximate posterior of a generative model with neural networks has become a common theme in recent machine learning research. While providing appealing flexibility, this approach makes it difficult to impose or assess structural constraints such as conditional independence. We propose a framework for learning representations that relies on Auto-Encoding Variational Bayes and whose search space is constrained via kernel-based measures of independence.  In particular, our method employs the $d$-variable Hilbert-Schmidt Independence Criterion (dHSIC) to enforce independence between the latent representations and arbitrary nuisance factors.
We show how to apply this method to a range of problems, including the problems of learning invariant representations and the learning of interpretable representations. We also present a full-fledged application to single-cell RNA sequencing (scRNA-seq). In this setting the biological signal in mixed in complex ways with sequencing errors and sampling effects.  We show that our method out-performs the state-of-the-art in this domain.",https://proceedings.neurips.cc/paper_files/paper/2018/file/9a96a2c73c0d477ff2a6da3bf538f4f4-Paper.pdf,2018,"independence, learning, representations, method, problems, sequencing, show, also, appealing, application","qφ, variational, model, posterior, independence, data, representations, hcv, learning, hsic","{'auto': 0.4833648653223237, 'encoding': 0.4471554827540592, 'bayes': 0.4138397279679842, 'constraints': 0.4138397279679842, 'information': 0.3563577202748975, 'variational': 0.31127626881303316}","independence, representations, sequencing, dhsic, fledged, schmidt, scrna, seq, method, parameterizing"
On Misinformation Containment in Online Social Networks,"Amo Tong, Ding-Zhu Du, Weili Wu","The widespread online misinformation could cause public panic and serious economic damages. The misinformation containment problem aims at limiting the spread of misinformation in online social networks by launching competing campaigns. Motivated by realistic scenarios, we present the first analysis of the misinformation containment problem for the case when an arbitrary number of cascades are allowed. This paper makes four contributions. First, we provide a formal model for multi-cascade diffusion and introduce an important concept called as cascade priority. Second, we show that the misinformation containment problem cannot be approximated within a factor of $\Omega(2^{\log^{1-\epsilon}n^4})$ in polynomial time unless $NP \subseteq DTIME(n^{\polylog{n}})$. Third, we introduce several types of cascade priority that are frequently seen in real social networks. Finally, we design novel algorithms for solving the misinformation containment problem. The effectiveness of the proposed algorithm is supported by encouraging experimental results.",https://proceedings.neurips.cc/paper_files/paper/2018/file/9b04d152845ec0a378394003c96da594-Paper.pdf,2018,"misinformation, containment, problem, cascade, first, introduce, networks, online, priority, social","cascade, cascades, problem, fv, priority, active, misinformation, set, nodes, seed","{'containment': 0.5323593267763231, 'misinformation': 0.5323593267763231, 'social': 0.5024816347212528, 'online': 0.3523889886260215, 'networks': 0.23774209103881264}","misinformation, containment, cascade, priority, social, problem, online, cascades, damages, dtime"
Autoconj: Recognizing and Exploiting Conjugacy Without a Domain-Specific Language,"Matthew D. Hoffman, Matthew J. Johnson, Dustin Tran","Deriving conditional and marginal distributions using conjugacy relationships can be time consuming and error prone. In this paper, we propose a strategy for automating such derivations. Unlike previous systems which focus on relationships between pairs of random variables, our system (which we call Autoconj) operates directly on Python functions that compute log-joint distribution functions. Autoconj provides support for conjugacy-exploiting algorithms in any Python-embedded PPL. This paves the way for accelerating development of novel inference algorithms and structure-exploiting modeling strategies. The package can be downloaded at https://github.com/google-research/autoconj.",https://proceedings.neurips.cc/paper_files/paper/2018/file/9b89bedda1fc8a2d88c448e361194f02-Paper.pdf,2018,"autoconj, algorithms, conjugacy, exploiting, functions, python, relationships, accelerating, automating, call","log, np, autoconj, joint, function, functions, python, conjugacy, inference, term","{'autoconj': 0.39976637623803, 'conjugacy': 0.39976637623803, 'recognizing': 0.39976637623803, 'specific': 0.37733022065203115, 'exploiting': 0.330445528866764, 'without': 0.3230566536204637, 'language': 0.30543521760676035, 'domain': 0.2670803562979772}","autoconj, conjugacy, python, exploiting, relationships, derivations, downloaded, package, ppl, paves"
Size-Noise Tradeoffs in Generative Networks,"Bolton Bailey, Matus J. Telgarsky","This paper investigates the ability of generative networks to convert their input noise distributions into other distributions. Firstly, we demonstrate a construction that allows ReLU networks to increase the dimensionality of their noise distribution by implementing a ``space-filling'' function based on iterated tent maps. We show this construction is optimal by analyzing the number of affine pieces in functions computed by multivariate ReLU networks. Secondly, we provide efficient ways (using polylog$(1/\epsilon)$ nodes) for networks to pass between univariate uniform and normal distributions, using a Taylor series approximation and a binary search gadget for computing function inverses. Lastly, we indicate how high dimensional distributions can be efficiently transformed into low dimensional distributions.",https://proceedings.neurips.cc/paper_files/paper/2018/file/9bd5ee6fe55aaeb673025dbcb8f939c1-Paper.pdf,2018,"distributions, networks, construction, dimensional, function, noise, relu, using, ability, affine","network, distribution, uniform, function, normal, distributions, networks, afﬁne, theorem, number","{'tradeoffs': 0.5716069587967624, 'size': 0.49911004929737035, 'noise': 0.4846847703516319, 'generative': 0.3522397790544505, 'networks': 0.2552693769067308}","distributions, construction, relu, networks, noise, filling, gadget, pieces, tent, dimensional"
Global Convergence of Langevin Dynamics Based Algorithms for Nonconvex Optimization,"Pan Xu, Jinghui Chen, Difan Zou, Quanquan Gu","We present a unified framework to analyze the global convergence of Langevin dynamics based algorithms for nonconvex finite-sum optimization with $n$ component functions.  At the core of our analysis is a direct analysis of the ergodicity of the numerical approximations to Langevin dynamics, which leads to faster convergence rates. Specifically, we show that gradient Langevin dynamics (GLD) and stochastic gradient Langevin dynamics (SGLD)  converge to the \textit{almost minimizer}\footnote{Following \citet{raginsky2017non}, an almost minimizer is defined to be a point which is within the ball of the global minimizer with radius $O(d\log(\beta+1)/\beta)$, where $d$ is the problem dimension and $\beta$ is the inverse temperature parameter.} within $\tilde O\big(nd/(\lambda\epsilon) \big)$\footnote{$\tilde O(\cdot)$ notation hides polynomials of logarithmic terms and constants.} and $\tilde O\big(d^7/(\lambda^5\epsilon^5) \big)$ stochastic gradient evaluations respectively, where $d$ is the problem dimension, and $\lambda$ is the spectral gap of the Markov chain generated by GLD. Both results improve upon the best known gradient complexity\footnote{Gradient complexity is defined as the total number of stochastic gradient evaluations of an algorithm, which is the number of stochastic gradients calculated per iteration times the total number of iterations.} results \citep{raginsky2017non}. 
Furthermore, for the first time we prove the global convergence guarantee for variance reduced stochastic gradient Langevin dynamics (VR-SGLD) to the almost minimizer within $\tilde O\big(\sqrt{n}d^5/(\lambda^4\epsilon^{5/2})\big)$ stochastic gradient evaluations, which outperforms the gradient complexities of GLD and SGLD in a wide regime.  
Our theoretical analyses shed some light on using Langevin dynamics based algorithms for nonconvex optimization with provable guarantees.",https://proceedings.neurips.cc/paper_files/paper/2018/file/9c19a2aa1d84e04b0bd4bc888792bd1e-Paper.pdf,2018,"gradient, big, dynamics, langevin, stochastic, lambda, minimizer, tilde, almost, beta","fn, langevin, gradient, optimization, dynamics, stochastic, gld, sgld, ld, svrg","{'langevin': 0.42519704340696196, 'global': 0.385578377228071, 'dynamics': 0.37205254248201597, 'convergence': 0.366187702558688, 'nonconvex': 0.35579746288500935, 'based': 0.325332246838669, 'algorithms': 0.3167158763512309, 'optimization': 0.2554963985228922}","langevin, big, lambda, gradient, minimizer, dynamics, tilde, gld, footnote, sgld"
Online convex optimization for cumulative constraints,"Jianjun Yuan, Andrew Lamperski","We propose the algorithms for online convex
  optimization which lead to cumulative squared constraint violations
  of the form
  $\sum\limits_{t=1}^T\big([g(x_t)]_+\big)^2=O(T^{1-\beta})$, where
  $\beta\in(0,1)$.  Previous literature has
  focused on long-term constraints of the form
  $\sum\limits_{t=1}^Tg(x_t)$. There, strictly feasible solutions
  can cancel out the effects of violated constraints.
  In contrast, the new form heavily penalizes large constraint
  violations and cancellation effects cannot occur. 
  Furthermore, useful bounds on the single step constraint violation
  $[g(x_t)]_+$ are derived.
  For convex objectives, our regret bounds generalize
  existing bounds, and for strongly convex objectives we give improved
  regret bounds.
  In numerical experiments, we show that our algorithm closely follows
  the constraint boundary leading to low cumulative violation.",https://proceedings.neurips.cc/paper_files/paper/2018/file/9cb9ed4f35cf7c2f295cc2bc6f732a84-Paper.pdf,2018,"bounds, constraint, convex, form, x_t, beta, big, constraints, cumulative, effects","xt, constraint, algorithm, gi, ft, ogd, violation, clipped, convex, 10","{'cumulative': 0.5962484172968684, 'constraints': 0.4818364671663446, 'convex': 0.39834825838112453, 'online': 0.3946796198977654, 'optimization': 0.31283878669646425}","x_t, constraint, limits_, bounds, violation, violations, cumulative, form, beta, big"
Semi-supervised Deep Kernel Learning: Regression with Unlabeled Data by Minimizing Predictive Variance,"Neal Jean, Sang Michael Xie, Stefano Ermon","Large amounts of labeled data are typically required to train deep learning models. For many real-world problems, however, acquiring additional data can be expensive or even impossible. We present semi-supervised deep kernel learning (SSDKL), a semi-supervised regression model based on minimizing predictive variance in the posterior regularization framework. SSDKL combines the hierarchical representation learning of neural networks with the probabilistic modeling capabilities of Gaussian processes. By leveraging unlabeled data, we show improvements  on a diverse set of real-world regression tasks over supervised deep kernel learning and semi-supervised methods such as VAT and mean teacher adapted for regression.",https://proceedings.neurips.cc/paper_files/paper/2018/file/9d28de8ff9bb6a3fa41fddfdc28f3bc1-Paper.pdf,2018,"learning, supervised, data, deep, regression, semi, kernel, real, ssdkl, world","data, supervised, ssdkl, labeled, learning, semi, unlabeled, kernel, training, deep","{'minimizing': 0.38579399668683617, 'unlabeled': 0.38579399668683617, 'predictive': 0.3378576490600474, 'semi': 0.33030303626660407, 'kernel': 0.3236393955261652, 'variance': 0.3236393955261652, 'supervised': 0.29473915179566945, 'regression': 0.2730711521454337, 'data': 0.23134108176509427, 'deep': 0.1915142609810022}","supervised, semi, ssdkl, regression, kernel, deep, vat, learning, world, acquiring"
Stimulus domain transfer in recurrent models for large scale cortical population prediction on video,"Fabian Sinz, Alexander S. Ecker, Paul Fahey, Edgar Walker, Erick Cobos, Emmanouil Froudarakis, Dimitri Yatsenko, Zachary Pitkow, Jacob Reimer, Andreas Tolias","To better understand the representations in visual cortex, we need to generate better predictions of neural activity in awake animals presented with their ecological input: natural video. Despite recent advances in models for static images, models for predicting responses to natural video are scarce and standard linear-nonlinear models perform poorly. We developed a new deep recurrent network architecture that predicts inferred spiking activity of thousands of mouse V1 neurons simultaneously recorded with two-photon microscopy, while accounting for confounding factors such as the animal's gaze position and brain state changes related to running state and pupil dilation. Powerful system identification models provide an opportunity to gain insight into cortical functions through in silico experiments that can subsequently be tested in the brain. However, in many cases this approach requires that the model is able to generalize to stimulus statistics that it was not trained on, such as band-limited noise and other parameterized stimuli. We investigated these domain transfer properties in our model and find that our model trained on natural images is able to correctly predict the orientation tuning of neurons in responses to artificial noise stimuli. Finally, we show that we can fully generalize from movies to noise and maintain high predictive performance on both stimulus domains by fine-tuning only the final layer's weights on a network otherwise trained on natural movies. The converse, however, is not true.",https://proceedings.neurips.cc/paper_files/paper/2018/file/9d684c589d67031a627ad33d59db65e5-Paper.pdf,2018,"models, natural, model, noise, trained, able, activity, better, brain, generalize","trained, movies, noise, network, natural, model, readout, neurons, neural, performance","{'cortical': 0.3753766576407931, 'stimulus': 0.3753766576407931, 'population': 0.3287347033693851, 'video': 0.32138408276738784, 'scale': 0.29906408655921835, 'transfer': 0.2946579048778877, 'large': 0.27376780423022956, 'prediction': 0.2709442169144765, 'domain': 0.2656975931994096, 'recurrent': 0.260907801018431}","natural, movies, stimulus, stimuli, noise, neurons, activity, trained, brain, responses"
Sigsoftmax: Reanalysis of the Softmax Bottleneck,"Sekitoshi Kanai, Yasuhiro Fujiwara, Yuki Yamanaka, Shuichi Adachi","Softmax is an output activation function for modeling categorical probability distributions in many applications of deep learning. However, a recent study revealed that softmax can be a bottleneck of representational capacity of neural networks in language modeling (the softmax bottleneck). In this paper, we propose an output activation function for breaking the softmax bottleneck without additional parameters. We re-analyze the softmax bottleneck from the perspective of the output set of log-softmax and identify the cause of the softmax bottleneck. On the basis of this analysis, we propose sigsoftmax, which is composed of a multiplication of an exponential function and sigmoid function. Sigsoftmax can break the softmax bottleneck. The experiments on language modeling demonstrate that sigsoftmax and mixture of sigsoftmax outperform softmax and mixture of softmax, respectively.",https://proceedings.neurips.cc/paper_files/paper/2018/file/9dcb88e0137649590b755372b040afad-Paper.pdf,2018,"softmax, bottleneck, function, sigsoftmax, modeling, output, activation, language, mixture, propose","softmax, log, sigsoftmax, function, output, bottleneck, exp, vector, pd, vectors","{'reanalysis': 0.5231853667685109, 'sigsoftmax': 0.5231853667685109, 'bottleneck': 0.49382254641428736, 'softmax': 0.45682976769416705}","softmax, bottleneck, sigsoftmax, modeling, output, function, activation, mixture, language, breaking"
Parsimonious Quantile Regression of Financial Asset Tail Dynamics via Sequential Learning,"Xing Yan, Weizhong Zhang, Lin Ma, Wei Liu, Qi Wu","We propose a parsimonious quantile regression framework to learn the dynamic tail behaviors of financial asset returns. Our model captures well both the time-varying characteristic and the asymmetrical heavy-tail property of financial time series. It combines the merits of a popular sequential neural network model, i.e., LSTM, with a novel parametric quantile function that we construct to represent the conditional distribution of asset returns. Our model also captures individually the serial dependences of higher moments, rather than just the volatility. Across a wide range of asset classes, the out-of-sample forecasts of conditional quantiles or VaR of our model outperform the GARCH family. Further, the proposed approach does not suffer from the issue of quantile crossing, nor does it expose to the ill-posedness comparing to the parametric probability density function approach.",https://proceedings.neurips.cc/paper_files/paper/2018/file/9e3cfc48eccf81a0d57663e129aef3cb-Paper.pdf,2018,"model, asset, quantile, approach, captures, conditional, financial, function, parametric, returns","rt, garch, quantile, distribution, htqf, conditional, model, parameters, lstm, time","{'asset': 0.3835174329553313, 'financial': 0.3835174329553313, 'quantile': 0.3835174329553313, 'parsimonious': 0.36199321954673463, 'tail': 0.36199321954673463, 'sequential': 0.2980800318019954, 'dynamics': 0.29302046783681995, 'regression': 0.25622458197736553, 'via': 0.20122339099300543, 'learning': 0.12573927166900126}","asset, quantile, financial, tail, returns, captures, parametric, conditional, model, asymmetrical"
Adaptive Learning with Unknown Information Flows,"Yonatan Gur, Ahmadreza Momeni","An agent facing sequential decisions that are characterized by partial feedback needs to strike a balance between maximizing immediate payoffs based on available information, and acquiring new information that may be essential for maximizing future payoffs. This trade-off is captured by the multi-armed bandit (MAB) framework that has been studied and applied when at each time epoch payoff observations are collected on the actions that are selected at that epoch. In this paper we introduce a new, generalized MAB formulation in which additional information on each arm may appear arbitrarily throughout the decision horizon, and study the impact of such information flows on the achievable performance and the design of efficient decision-making policies. By obtaining matching lower and upper bounds, we characterize the (regret) complexity of this family of MAB problems as a function of the information flows. We introduce an adaptive exploration policy that, without any prior knowledge of the information arrival process, attains the best performance (in terms of regret rate) that is achievable when the information arrival process is a priori known. Our policy uses dynamically customized virtual time indexes to endogenously control the exploration rate based on the realized information arrival process.",https://proceedings.neurips.cc/paper_files/paper/2018/file/9e740b84bb48a64dde25061566299467-Paper.pdf,2018,"information, arrival, mab, process, achievable, based, decision, epoch, exploration, flows","information, time, arm, exploration, policy, performance, rate, regret, arrival, ﬂows","{'flows': 0.5770504028561179, 'unknown': 0.5183943849748087, 'information': 0.42542679619130414, 'adaptive': 0.4208514794525704, 'learning': 0.20043993493105897}","information, arrival, mab, epoch, payoffs, flows, achievable, maximizing, process, exploration"
DVAE#: Discrete Variational Autoencoders with Relaxed Boltzmann Priors,"Arash Vahdat, Evgeny Andriyash, William Macready","Boltzmann machines are powerful distributions that have been shown to be an effective prior over binary latent variables in variational autoencoders (VAEs). However, previous methods for training discrete VAEs have used the evidence lower bound and not the tighter importance-weighted bound. We propose two approaches for relaxing Boltzmann machines to continuous distributions that permit training with importance-weighted bounds. These relaxations are based on generalized overlapping transformations and the Gaussian integral trick. Experiments on the MNIST and OMNIGLOT datasets show that these relaxations outperform previous discrete VAEs with Boltzmann priors. An implementation which reproduces these results is available.",https://proceedings.neurips.cc/paper_files/paper/2018/file/9f53d83ec0691550f7d2507d57f4f5a2-Paper.pdf,2018,"boltzmann, vaes, bound, discrete, distributions, importance, machines, previous, relaxations, training","dvae, smoothing, function, log, 10, 20, 83, power, gaussian, 84","{'dvae': 0.4386177320140731, 'relaxed': 0.4386177320140731, 'boltzmann': 0.41400111525192146, 'discrete': 0.37191873094215167, 'priors': 0.3544529633945336, 'autoencoders': 0.32983634663238187, 'variational': 0.2666075498766728}","boltzmann, vaes, relaxations, machines, weighted, importance, discrete, reproduces, previous, bound"
Reinforcement Learning for Solving the Vehicle Routing Problem,"MohammadReza Nazari, Afshin Oroojlooy, Lawrence Snyder, Martin Takac","We present an end-to-end framework for solving the Vehicle Routing Problem (VRP) using reinforcement learning. In this approach, we train a single policy model that finds near-optimal solutions for a broad range of problem instances of similar size, only by observing the reward signals and following feasibility rules. We consider a parameterized stochastic policy, and by applying a policy gradient algorithm to optimize its parameters, the trained model produces the solution as a sequence of consecutive actions in real time, without the need to re-train for every new problem instance. On capacitated VRP, our approach outperforms classical heuristics and Google's OR-Tools on medium-sized instances in solution quality with comparable computation time (after training). We demonstrate how our approach can handle problems with split delivery and explore the effect of such deliveries on the solution quality. Our proposed framework can be applied to other variants of the VRP such as the stochastic VRP, and has the potential to be applied more generally to combinatorial optimization problems",https://proceedings.neurips.cc/paper_files/paper/2018/file/9fb4651c05b2ed70fba5afe0b039a550-Paper.pdf,2018,"vrp, approach, policy, problem, solution, applied, end, framework, instances, model","vrp, 10, problem, rl, sequence, problems, time, customer, rnd, policy","{'routing': 0.5141326654973447, 'vehicle': 0.48527791141949184, 'problem': 0.4359503835142329, 'solving': 0.4359503835142329, 'reinforcement': 0.3027443679611586, 'learning': 0.16856252505321667}","vrp, solution, policy, instances, quality, applied, end, capacitated, deliveries, delivery"
GumBolt: Extending Gumbel trick to Boltzmann priors,"Amir H. Khoshaman, Mohammad Amin","Boltzmann machines (BMs) are appealing candidates for powerful priors in variational autoencoders (VAEs), as they are capable of capturing nontrivial and multi-modal distributions over discrete variables. However, non-differentiability of the discrete units prohibits using the reparameterization trick, essential for low-noise back propagation. The Gumbel trick resolves this problem in a consistent way by relaxing the variables and distributions, but it is incompatible with BM priors. Here, we propose the GumBolt, a model that extends the Gumbel trick to BM priors in VAEs. GumBolt is significantly simpler than the recently proposed methods with BM prior and outperforms them by a considerable margin. It achieves state-of-the-art performance on permutation invariant MNIST and OMNIGLOT datasets in the scope of models with only discrete latent variables.  Moreover, the performance can be further improved by allowing multi-sampled (importance-weighted) estimation of log-likelihood in training, which was not possible with previous models.",https://proceedings.neurips.cc/paper_files/paper/2018/file/a00e5eb0973d24649a4a920fc53d9564-Paper.pdf,2018,"bm, discrete, priors, trick, variables, distributions, gumbel, gumbolt, models, multi","discrete, al, et, variables, log, gumbolt, qφ, dvae, bm, 2016","{'extending': 0.42894937194262117, 'gumbel': 0.42894937194262117, 'gumbolt': 0.42894937194262117, 'boltzmann': 0.40487537417926045, 'trick': 0.40487537417926045, 'priors': 0.3466398299337515}","bm, trick, priors, gumbel, gumbolt, variables, vaes, discrete, bms, incompatible"
Adding One Neuron Can Eliminate All Bad Local Minima,"SHIYU LIANG, Ruoyu Sun, Jason D. Lee, R. Srikant","One of the main difficulties in analyzing neural networks is the non-convexity of the loss function which may have many bad local minima. In this paper, we study the landscape of neural networks for binary classification tasks. Under mild assumptions, we prove that after adding one special neuron with a skip connection to the output, or one special neuron per layer, every local minimum is a global minimum.",https://proceedings.neurips.cc/paper_files/paper/2018/file/a012869311d64a44b5a0d567cd20de04-Paper.pdf,2018,"one, local, minimum, networks, neural, neuron, special, adding, analyzing, assumptions","loss, minimum, neural, function, local, network, ln, neuron, xi, every","{'adding': 0.42127277936961766, 'bad': 0.42127277936961766, 'eliminate': 0.42127277936961766, 'neuron': 0.3808545251433879, 'minima': 0.3482226486528658, 'one': 0.3335681990094704, 'local': 0.30001801669092854}","neuron, minimum, special, one, local, bad, landscape, adding, difficulties, mild"
Norm matters: efficient and accurate normalization schemes in deep networks,"Elad Hoffer, Ron Banner, Itay Golan, Daniel Soudry","Over the past few years, Batch-Normalization has been commonly used in deep networks, allowing faster training and high performance for a wide variety of applications. However, the reasons behind its merits remained unanswered, with several shortcomings that hindered its use for certain tasks. In this work, we present a novel view on the purpose and function of normalization methods and weight-decay, as tools to decouple weights' norm from the underlying optimized objective. This property highlights the connection between practices such as normalization, weight decay and learning-rate adjustments. We suggest several alternatives to the widely used $L^2$ batch-norm, using normalization in $L^1$ and $L^\infty$ spaces that can substantially improve numerical stability in low-precision implementations as well as provide computational and memory benefits. We demonstrate that such methods enable the first batch-norm alternative to work for half-precision implementations. Finally, we suggest a modification to weight-normalization, which improves its performance on large-scale tasks.",https://proceedings.neurips.cc/paper_files/paper/2018/file/a0160709701140704575d499c997b6ca-Paper.pdf,2018,"normalization, batch, norm, weight, decay, implementations, methods, performance, precision, several","norm, normalization, bn, weight, batch, wt, precision, l1, l2, learning","{'matters': 0.43309218480091166, 'norm': 0.4148210083529451, 'schemes': 0.4148210083529451, 'accurate': 0.4006487828661756, 'normalization': 0.3890692315022002, 'efficient': 0.2610993225672628, 'deep': 0.2149938319961016, 'networks': 0.20491145250364243}","normalization, norm, weight, batch, decay, implementations, precision, suggest, unanswered, adjustments"
Local Differential Privacy for Evolving Data,"Matthew Joseph, Aaron Roth, Jonathan Ullman, Bo Waggoner","There are now several large scale deployments of differential privacy used to collect statistical information about users. However, these deployments periodically recollect the data and recompute the statistics using algorithms designed for a single use. As a result, these systems do not provide meaningful privacy guarantees over long time scales. Moreover, existing techniques to mitigate this effect do not apply in the ``local model'' of differential privacy that these systems use.In this paper, we introduce a new technique for local differential privacy that makes it possible to maintain up-to-date statistics over time, with privacy guarantees that degrade only in the number of changes in the underlying distribution rather than the number of collection periods. We use our technique for tracking a changing statistic in the setting where users are partitioned into an unknown collection of groups, and at every time period each user draws a single bit from a common (but changing) group-specific distribution. We also provide an application to frequency and heavy-hitter estimation.",https://proceedings.neurips.cc/paper_files/paper/2018/file/a01610228fe998f515a72dd730294d87-Paper.pdf,2018,"privacy, differential, time, use, changing, collection, deployments, distribution, guarantees, local","user, privacy, pt, number, local, users, data, global, epoch, estimate","{'evolving': 0.5693717422997228, 'privacy': 0.4601170600297805, 'differential': 0.4425309841694372, 'local': 0.4054897188948093, 'data': 0.3222615801810189}","privacy, deployments, differential, changing, users, collection, statistics, use, time, technique"
Dialog-based Interactive Image Retrieval,"Xiaoxiao Guo, Hui Wu, Yu Cheng, Steven Rennie, Gerald Tesauro, Rogerio Feris","Existing methods for interactive image retrieval have demonstrated the merit of integrating user feedback, improving retrieval results. However, most current systems rely on restricted forms of user feedback, such as binary relevance responses, or feedback based on a fixed set of relative attributes, which limits their impact. In this paper, we introduce a new approach to interactive image search that enables users to provide feedback via natural language, allowing for more natural and effective interaction. We formulate the task of dialog-based interactive image retrieval as a reinforcement learning problem, and reward the dialog system for improving the rank of the target image during each dialog turn. To mitigate the cumbersome and costly process of collecting human-machine conversations as the dialog system learns, we train our system with a user simulator, which is itself trained to describe the differences between target and candidate images. The efficacy of our approach is demonstrated in a footwear retrieval application. Experiments on both simulated and real-world data show that 1) our proposed learning framework achieves better accuracy than other supervised and reinforcement learning baselines and 2) user feedback based on natural language rather than pre-specified attributes leads to more effective retrieval results, and a more natural and expressive communication interface.",https://proceedings.neurips.cc/paper_files/paper/2018/file/a01a0380ca3c61428c26a231f0e49a09-Paper.pdf,2018,"feedback, retrieval, dialog, image, natural, user, based, interactive, learning, system","image, dialog, user, based, feedback, retrieval, relative, candidate, attribute, images","{'dialog': 0.509540652334454, 'interactive': 0.4779087510780559, 'retrieval': 0.4779087510780559, 'based': 0.37654666039191254, 'image': 0.37654666039191254}","dialog, retrieval, feedback, user, interactive, natural, image, system, attributes, improving"
Byzantine Stochastic Gradient Descent,"Dan Alistarh, Zeyuan Allen-Zhu, Jerry Li","This paper studies the problem of distributed stochastic optimization in an adversarial setting where, out of $m$ machines which allegedly compute stochastic gradients every iteration, an $\alpha$-fraction are Byzantine, and may behave adversarially. Our main result is a variant of stochastic gradient descent (SGD) which finds $\varepsilon$-approximate minimizers of convex functions in $T = \tilde{O}\big( \frac{1}{\varepsilon^2 m} + \frac{\alpha^2}{\varepsilon^2} \big)$ iterations. In contrast, traditional mini-batch SGD needs $T = O\big( \frac{1}{\varepsilon^2 m} \big)$ iterations, but cannot tolerate Byzantine failures.
Further, we provide a lower bound showing that, up to logarithmic factors, our algorithm is information-theoretically optimal both in terms of sample complexity and time complexity.",https://proceedings.neurips.cc/paper_files/paper/2018/file/a07c2f3b3b907aaf8436a26c6d77f0a2-Paper.pdf,2018,"big, varepsilon, frac, stochastic, alpha, byzantine, complexity, iterations, sgd, adversarial","xk, byzantine, stochastic, machines, machine, algorithm, setting, rk, convex, theorem","{'byzantine': 0.6919204331824323, 'descent': 0.45393250597956863, 'gradient': 0.3980826108870133, 'stochastic': 0.395880826852126}","varepsilon, big, frac, byzantine, alpha, iterations, sgd, stochastic, allegedly, tolerate"
Robust Hypothesis Testing Using Wasserstein Uncertainty Sets,"RUI GAO, Liyan Xie, Yao Xie, Huan Xu","We develop a novel computationally efficient and general framework for robust hypothesis testing. The new framework features a new way to construct uncertainty sets under the null and the alternative distributions, which are sets centered around the empirical distribution defined via Wasserstein metric, thus our approach is data-driven and free of distributional assumptions. We develop a convex safe approximation of the minimax formulation and show that such approximation renders a nearly-optimal detector among the family of all possible tests. By exploiting the structure of the least favorable distribution, we also develop a tractable reformulation of such approximation, with complexity independent of the dimension of observation space and can be nearly sample-size-independent in general. Real-data example using human activity data demonstrated the excellent performance of the new robust detector.",https://proceedings.neurips.cc/paper_files/paper/2018/file/a08e32d2f9a8b78894d964ec7fd4172e-Paper.pdf,2018,"approximation, data, develop, new, detector, distribution, framework, general, independent, nearly","p1, p2, detector, distributions, test, problem, robust, distribution, optimal, n1","{'hypothesis': 0.48243949836090316, 'sets': 0.4090766808784611, 'uncertainty': 0.38986592964989325, 'testing': 0.37496491334386334, 'wasserstein': 0.368600317391928, 'robust': 0.308637830269082, 'using': 0.2760267486809181}","detector, approximation, develop, nearly, independent, sets, robust, null, new, centered"
